project UUID;name;count;state
[4D531E44-4DFA-4923-A5B8-43A9A1AD4C3E];[Italy (Italian Ancestors), Avellino—Civil Registration, 1875–1901 \[Part 2L\]|https://www.familysearch.org/indexing/admin-new/#/projects/4D531E44-4DFA-4923-A5B8-43A9A1AD4C3E/overview];1;ACTIVE
[C31FFA86-43EC-44EF-B034-01EEC40D16EB];[Perú, Cusco—Registros Civiles, 1889–1997 \[Parte 2W\]|https://www.familysearch.org/indexing/admin-new/#/projects/C31FFA86-43EC-44EF-B034-01EEC40D16EB/overview];1;READY_FOR_DELIVERY
[1F1AF948-01B1-4B26-9C2D-60E0A1CB2B06];[US, New York, New York—Marriages, 1866–1938 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/1F1AF948-01B1-4B26-9C2D-60E0A1CB2B06/overview];100;READY_FOR_DELIVERY
[90A08E10-8E37-47B2-A963-4E0E86C955EC];[Venezuela, Caracas—Registros Parroquiales, 1578–1947 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/90A08E10-8E37-47B2-A963-4E0E86C955EC/overview];10;READY_FOR_DELIVERY
[FA4D1A68-A6E3-40E4-AE73-C16C21AB5394];[Philippines—Marriage Records, 1945–1987 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/FA4D1A68-A6E3-40E4-AE73-C16C21AB5394/overview];161;READY_FOR_WORK
[B55D0A30-25D5-4FB5-ABEC-8DDBE821502F];[France, Haute-Vienne—Recensement de 1836|https://www.familysearch.org/indexing/admin-new/#/projects/B55D0A30-25D5-4FB5-ABEC-8DDBE821502F/overview];4;READY_FOR_DELIVERY
[DE999DD7-DC33-42E1-B58B-AEFD985F8DB6];[Guatemala—Civil Registration, 1885–2009 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/DE999DD7-DC33-42E1-B58B-AEFD985F8DB6/overview];28;READY_FOR_DELIVERY
[EBCDBAC3-062E-4C51-AA9D-C073D8C53C30];[South Africa, Orange Free State—Master of the Supreme Court Probates, 1832–1989 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/EBCDBAC3-062E-4C51-AA9D-C073D8C53C30/overview];5;ACTIVE
[F8104682-195C-451C-A58F-D6B6EA3CBBEB];[Philippines—Marriage Records, 1945–1987 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/F8104682-195C-451C-A58F-D6B6EA3CBBEB/overview];170;READY_FOR_WORK
[B13B3941-CAEB-41D1-85D5-937953186715];[US, Washington—Marriage Records, 1750–1990 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/B13B3941-CAEB-41D1-85D5-937953186715/overview];1;READY_FOR_DELIVERY
[A0C84831-E3D6-4CD7-9421-7F8C7EF5CEE3];[Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte Y\]|https://www.familysearch.org/indexing/admin-new/#/projects/A0C84831-E3D6-4CD7-9421-7F8C7EF5CEE3/overview];22;READY_FOR_DELIVERY
[8173A474-46EB-4341-8C19-EFFF5CF62737];[Philippines—Marriage Records, 1945–1987 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/8173A474-46EB-4341-8C19-EFFF5CF62737/overview];277;READY_FOR_DELIVERY
[7C57E167-ADC2-4334-B2E3-B14680F5D72D];[Testing Project Obits changed|https://www.familysearch.org/indexing/admin-new/#/projects/7C57E167-ADC2-4334-B2E3-B14680F5D72D/overview];3;READY_FOR_DELIVERY
[12A749B8-C274-4A6B-A6F8-85CADAFC7E9E];[US, Pennsylvania—World War II Draft Registrations, 1940–1945 \[Part N\]|https://www.familysearch.org/indexing/admin-new/#/projects/12A749B8-C274-4A6B-A6F8-85CADAFC7E9E/overview];200;READY_FOR_DELIVERY
[73E5E290-14F9-412B-85BE-7EC405440174];[US, Indiana—County Marriages, 1811–2007 \[Part K\]|https://www.familysearch.org/indexing/admin-new/#/projects/73E5E290-14F9-412B-85BE-7EC405440174/overview];25;ACTIVE
[734D6390-F1CB-4B03-AE35-546550EBE80D];[US, Oklahoma—Obituaries, 1980-2014 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/734D6390-F1CB-4B03-AE35-546550EBE80D/overview];6;READY_FOR_DELIVERY
[54CC8EBF-A013-4C8C-802A-97484F94BD27];[Guatemala—Registro Civil, Defunciones, 1885–2009 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/54CC8EBF-A013-4C8C-802A-97484F94BD27/overview];1;READY_FOR_DELIVERY
[EB663007-5FE1-4DD4-878F-1829B3E08D3A];[Chile—Registros de cementerios, 1880–2015 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/EB663007-5FE1-4DD4-878F-1829B3E08D3A/overview];25;READY_FOR_DELIVERY
[231AC8EF-9A8E-45CD-9BAE-E1883537C4AC];[Italia (Antenati Italiani), Verbano-Cusio-Ossola—Nati, 1875–1901 \[Parte F\]|https://www.familysearch.org/indexing/admin-new/#/projects/231AC8EF-9A8E-45CD-9BAE-E1883537C4AC/overview];9;READY_FOR_DELIVERY
[D4B38B59-643A-4F6F-9A28-71F8BE67F0C6];[Philippines (Quick Batch)—National Offices, Civil Registration of Deaths, 1945–1987 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/D4B38B59-643A-4F6F-9A28-71F8BE67F0C6/overview];23;READY_FOR_DELIVERY
[1FE76C5F-2413-46D0-8F83-F1B888581951];[US, New York—U.S. District Court Naturalization Records, Southern District, 1824–1946 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/1FE76C5F-2413-46D0-8F83-F1B888581951/overview];7;READY_FOR_DELIVERY
[8654D079-0A32-467F-A7C5-2FFCDD476497];[US, Ohio—Marriage Records, 1750–1990 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/8654D079-0A32-467F-A7C5-2FFCDD476497/overview];1;READY_FOR_DELIVERY
[16ED8CA3-E7A5-4484-A15F-4EA9A61AAD4C];[Brasil, Paraná—Registro Civil, 1852–1996 \[Parte A\]|https://www.familysearch.org/indexing/admin-new/#/projects/16ED8CA3-E7A5-4484-A15F-4EA9A61AAD4C/overview];173;ACTIVE
[AE3EA165-181E-4AB9-AE01-60691D2F3948];[UK, England, Devon—Bishop's Transcripts, 1558–1887 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/AE3EA165-181E-4AB9-AE01-60691D2F3948/overview];4;READY_FOR_DELIVERY
[14A9D7AB-9409-45DB-8D78-CE922F843E5C];[France, Rhône—Première Guerre mondiale, Enregistrements du recrutement, 1865–1932 \[Partie E\]|https://www.familysearch.org/indexing/admin-new/#/projects/14A9D7AB-9409-45DB-8D78-CE922F843E5C/overview];1;READY_FOR_WORK
[3ECC86BB-21AD-4A41-B7DB-91F41B203984];[US, Wisconsin and Illinois—Naturalization Records, 1856–1991|https://www.familysearch.org/indexing/admin-new/#/projects/3ECC86BB-21AD-4A41-B7DB-91F41B203984/overview];1;ACTIVE
[D8FACEB2-3118-4611-9E9A-BBE80314DA09];[US, Washington—Marriage Records, 1750–1990 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/D8FACEB2-3118-4611-9E9A-BBE80314DA09/overview];3;READY_FOR_DELIVERY
[E1665E7D-067D-4D67-8CF7-EA1914624D88];[Italia (Antenati Italiani), Mantova—Morti, 1866–1903 \[Parte P\]|https://www.familysearch.org/indexing/admin-new/#/projects/E1665E7D-067D-4D67-8CF7-EA1914624D88/overview];212;READY_FOR_DELIVERY
[F3C971AE-425E-428B-A128-ABEDA6263C33];[Spain, Gerona—Passports, 1717-1970|https://www.familysearch.org/indexing/admin-new/#/projects/F3C971AE-425E-428B-A128-ABEDA6263C33/overview];1;READY_FOR_DELIVERY
[3B319179-61D0-4732-AB13-D9418AD144D5];[US, Wisconsin—Reprocessed Birth Records, 1948–1977|https://www.familysearch.org/indexing/admin-new/#/projects/3B319179-61D0-4732-AB13-D9418AD144D5/overview];38;READY_FOR_DELIVERY
[7E8CABD1-C864-4705-9C71-564A7A9B2E5A];[Česká Republika (Tschechien), Litoměřice—Matriky, 1552–1905 \[část 1D\]|https://www.familysearch.org/indexing/admin-new/#/projects/7E8CABD1-C864-4705-9C71-564A7A9B2E5A/overview];35;ACTIVE
[6B027497-5022-4EFB-A550-8F4B587F9E6B];[US, Wisconsin—Birth Records, 1981–1993 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/6B027497-5022-4EFB-A550-8F4B587F9E6B/overview];272;READY_FOR_DELIVERY
[97EA7BBA-5D38-4E27-9D44-D8C9A2103AAE];[US, Idaho, Bonneville County, Idaho Falls—Rose Hill Cemetery Records, 1800–2007|https://www.familysearch.org/indexing/admin-new/#/projects/97EA7BBA-5D38-4E27-9D44-D8C9A2103AAE/overview];24;READY_FOR_DELIVERY
[5B926CD3-2876-4B29-95BA-05CCBBA237A1];[Colombia—Catholic Church Records, 1693–2010 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/5B926CD3-2876-4B29-95BA-05CCBBA237A1/overview];19;READY_FOR_WORK
[589DF182-666B-428A-B649-659D9F6BC01A];[South Africa—Dutch Reformed Church in Africa, Baptism and Membership Records, 1838–1991 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/589DF182-666B-428A-B649-659D9F6BC01A/overview];1;ACTIVE
[F871E4B2-0FDF-43FD-B1C7-5863F3D7D390];[Brasil, São Paulo—Registro Civil, 1907–1995 \[Parte W\]|https://www.familysearch.org/indexing/admin-new/#/projects/F871E4B2-0FDF-43FD-B1C7-5863F3D7D390/overview];270;READY_FOR_DELIVERY
[ED56CAC2-A9BA-4EC1-8C17-D763590F5406];[Chile—Cemetery Records, 1880–2015 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/ED56CAC2-A9BA-4EC1-8C17-D763590F5406/overview];2;READY_FOR_DELIVERY
[C040EFAE-01E0-41FE-96FA-B58DA2AD92B0];[Dominican Republic—Civil Registration, Deaths, 1838–2015 \[Part F\]|https://www.familysearch.org/indexing/admin-new/#/projects/C040EFAE-01E0-41FE-96FA-B58DA2AD92B0/overview];393;ACTIVE
[39FABF38-4BAA-44E4-9E93-42C755198070];[Italy (Antenati Italiani), Bologna—Civil Registration, 1820–1865 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/39FABF38-4BAA-44E4-9E93-42C755198070/overview];450;ACTIVE
[822961FF-2086-4202-B41A-E1249031B171];[US, Missouri—State Archives, Pre-World War II Adjutant General Enlistment Contracts, 1900–1941 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/822961FF-2086-4202-B41A-E1249031B171/overview];210;READY_FOR_WORK
[9287443E-6234-42E3-ADF3-92450A93E2D1];[Paraguay, Asunción—Registros Parroquiales, 1772–1978 \[Parte D\]|https://www.familysearch.org/indexing/admin-new/#/projects/9287443E-6234-42E3-ADF3-92450A93E2D1/overview];5;READY_FOR_DELIVERY
[DBBD1E00-D5EA-432B-A517-4288A7330EC4];[Argentina—Provincia de Buenos Aires, Registros Parroquiales, 1835–1939 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/DBBD1E00-D5EA-432B-A517-4288A7330EC4/overview];14;READY_FOR_DELIVERY
[2C8D1E5B-D59A-4F3B-B2F8-327DD9F5D8FB];[Brasil, São Paulo—Registro Civil, Nascimentos, 1907–1995 \[Parte I\]|https://www.familysearch.org/indexing/admin-new/#/projects/2C8D1E5B-D59A-4F3B-B2F8-327DD9F5D8FB/overview];3;READY_FOR_DELIVERY
[A3B749C6-7E2E-41C6-B6D6-9C1DA93F866B];[Italia (Antenati Italiani), Savona—Nati, 1875–1903 \[Parte 2E\]|https://www.familysearch.org/indexing/admin-new/#/projects/A3B749C6-7E2E-41C6-B6D6-9C1DA93F866B/overview];5;READY_FOR_DELIVERY
[D232F31C-3F11-470B-8E2E-93649CE70A76];[UK, England, Herefordshire—Bishop's Transcripts, 1754–1898|https://www.familysearch.org/indexing/admin-new/#/projects/D232F31C-3F11-470B-8E2E-93649CE70A76/overview];1;READY_FOR_DELIVERY
[2A308D9E-5B3E-40FA-923A-752A05078E8B];[Peru, Iquitos—Cemetery Records, 1912–2013|https://www.familysearch.org/indexing/admin-new/#/projects/2A308D9E-5B3E-40FA-923A-752A05078E8B/overview];14;READY_FOR_DELIVERY
[582FAB87-4AD6-476B-B39B-F1FBF3BB724C];[Philippines—Marriage Records, 1945–1987 \[Part I\]|https://www.familysearch.org/indexing/admin-new/#/projects/582FAB87-4AD6-476B-B39B-F1FBF3BB724C/overview];6;ACTIVE
[5A7FCC3C-1DB8-4B9A-8313-089E62DCB87B];[UK, England, Northumberland—Parish Registers, 1754–2012 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/5A7FCC3C-1DB8-4B9A-8313-089E62DCB87B/overview];3;READY_FOR_DELIVERY
[D17742D0-6989-4345-8BE2-39F30FD91BEF];[US, Oregon—Divorce Records, 1946–1967|https://www.familysearch.org/indexing/admin-new/#/projects/D17742D0-6989-4345-8BE2-39F30FD91BEF/overview];1;READY_FOR_DELIVERY
[A0A28FDD-1BC5-473E-9438-8FD37004A57A];[Hrvatska, Delnički dekanat—crkvene knjige, 1725–1926 \[Dio B\]|https://www.familysearch.org/indexing/admin-new/#/projects/A0A28FDD-1BC5-473E-9438-8FD37004A57A/overview];9;ACTIVE
[C87AB108-FC59-464D-B108-C2F4FB8F439B];[Italy (Italian Ancestors), Roma—Civil Registration, 1867–1929 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/C87AB108-FC59-464D-B108-C2F4FB8F439B/overview];4;ACTIVE
[74F78A92-2370-4A79-8CF6-A97285D80CEB];[France, Rhône—Première Guerre mondiale, Enregistrements du recrutement, 1865–1932 \[Partie C\]|https://www.familysearch.org/indexing/admin-new/#/projects/74F78A92-2370-4A79-8CF6-A97285D80CEB/overview];1;ACTIVE
[43AE809C-5832-4AFB-9F9E-A56FA9F474CD];[Panamá—Registros Parroquiales, 1748–1972 \[Parte D\]|https://www.familysearch.org/indexing/admin-new/#/projects/43AE809C-5832-4AFB-9F9E-A56FA9F474CD/overview];135;ACTIVE
[EEA9FE2C-CADD-43AA-AB10-099BFF7AFCB7];[US, Indiana, Howard County—Marriages, 1906–1957|https://www.familysearch.org/indexing/admin-new/#/projects/EEA9FE2C-CADD-43AA-AB10-099BFF7AFCB7/overview];5;READY_FOR_DELIVERY
[70E1A311-7BBC-4D75-B9D3-0C35E857FEBE];[Peru, Lima—Civil Registration, 1917–1995 \[Part J\]|https://www.familysearch.org/indexing/admin-new/#/projects/70E1A311-7BBC-4D75-B9D3-0C35E857FEBE/overview];3;READY_FOR_DELIVERY
[A3C20EAE-02F1-47AB-9063-AE49BF27B958];[UK, Wales—Probate Abstracts, 1544–1858  \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/A3C20EAE-02F1-47AB-9063-AE49BF27B958/overview];6;READY_FOR_DELIVERY
[4CC63AEE-8707-487F-85C5-39C5189207D4];[Perú, Diócesis de Huaraz—Registros Parroquiales, 1641–2016 \[Parte G\]|https://www.familysearch.org/indexing/admin-new/#/projects/4CC63AEE-8707-487F-85C5-39C5189207D4/overview];2;READY_FOR_DELIVERY
[A0C2B61C-368F-4A6C-A421-B85F90635A4E];[Dominican Republic—Civil Registration, Deaths, 1838–2015 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/A0C2B61C-368F-4A6C-A421-B85F90635A4E/overview];2;READY_FOR_WORK
